-2556,-2825,19019,7797,-5
751,-2017,19447,7911,-5
4479,-2141,18887,8048,-8
7191,-2969,16191,7781,-8
9051,-1205,18119,7840,-5
13507,-269,13791,7191,-4
14475,-1293,12051,7857,-4
16087,-1549,11619,7745,-8
18015,-689,6575,7563,-9
18111,-1049,3743,7531,-4
19759,-649,1047,7758,-30
17739,-1317,-2184,7738,177
15679,-1409,-4872,7579,-157
14791,-1065,-6488,7508,-179
14435,-177,-10132,8348,-173
11335,-617,-10524,7761,179
8335,-1157,-13312,7929,-178
6739,-1061,-13396,7947,-174
1851,-485,-14024,8016,179
143,-505,-14072,7829,-179
-4768,-73,-13384,7714,-174
-5904,-1829,-11032,7831,-176
-9308,-33,-10468,8008,-172
-10472,-2201,-7156,8044,-164
-11440,-2001,-3244,8162,-141
-14676,-2413,-1216,7808,-125
-14752,-2477,2471,7988,-55
-13756,-1801,5431,7948,-29
-14352,-2789,10679,7589,-23
-14824,-2701,11471,7318,-14
-10808,-2793,14187,7827,-7
-8376,-3253,14779,7777,-7
-7752,-3473,18039,7992,-11
-3184,-3325,18623,7799,-9
787,-2857,19451,7773,-4
2355,-2369,17647,7782,-9
4415,-3165,19391,7947,-7
10879,-1045,17451,7635,-5
12187,-1001,15099,7688,-5
11867,-2281,14787,7782,-5
16631,-1345,11895,7777,-11
16547,-637,8499,7555,-1
19271,-321,4931,7832,0
17091,-1933,3511,7747,-8
19067,-313,1067,8341,7
17075,-573,-2604,8006,165
17383,-949,-4996,7828,-161
13095,-1077,-7200,7826,-179
12487,1218,-12240,7655,179
8975,-1193,-12636,7691,-177
7419,-997,-12324,7718,-177
3587,-145,-15128,7959,-173
-204,-1177,-13112,7886,177
-4260,422,-13020,8017,-178
-3972,-2085,-11752,8074,-177
-7236,-2329,-10548,8048,-173
-10232,-1077,-7600,8162,-164
-13336,-365,-4876,8074,-160
-12172,-3109,-2316,7851,-131
-14440,-1669,1387,8016,-64
-14480,-2729,4595,8127,-33
-14024,-2409,6739,8407,-21
-14116,-2925,10411,7875,-11
-10436,-2565,13179,8010,-9
-7632,-2461,15551,7979,-11
-6960,-2125,17263,7963,-7
-3348,-2065,18071,7786,-6
355,-1985,19195,8107,-7
1251,-2213,18691,7865,-8
4563,-2981,19891,8152,-10
7959,-1581,17051,7600,-6
10111,-901,15727,7879,-4
12007,-2137,14191,7992,-4
15647,-1097,11463,7847,-8
16479,-277,9519,7811,-5
17955,-673,5895,7792,1
16743,-625,2803,7884,-19
18875,-793,2163,7935,-14
17671,-485,-2036,7887,-172
15143,-145,-5176,7543,-171
15819,-1877,-7636,7836,-167
13003,-465,-11240,8177,-174
8427,922,-12696,8123,-175
7211,-257,-12132,7983,-179
5287,-1825,-13828,8025,-174
1119,-905,-14344,8121,179
-3300,382,-13372,8685,-177
-4900,-633,-11120,8283,-178
-6756,-2241,-10760,8061,-170
-10476,-1777,-6340,8165,-167
-12068,-1477,-3004,8265,-153
-13776,-2473,-840,8193,-133
-15088,-1989,2099,7995,-82
-14436,-2365,4123,8501,-30
-12328,-2397,7711,7989,-15
-13636,-2449,12399,8158,-14
-11532,-2149,14847,8047,-11
-9316,-3461,15655,8013,-7
-5832,-2913,18575,8196,-6
-1016,-1365,18239,8291,-7
239,-2689,20227,8622,-11
3663,-3401,19415,7939,-9
6195,-1721,18387,8219,-5
9355,-1433,15227,7731,-4
12663,-761,14951,8041,-7
15107,-2449,13559,8172,-9
17159,-245,11083,8064,-6
17343,-1769,6835,7801,-3
18799,-413,4455,7803,-4
18235,-1849,2415,8152,-14
17999,-985,-3396,7973,-161
16779,458,-4980,7633,-178
13391,-877,-8272,8077,-165
14631,-1173,-9500,8018,-172
9263,-285,-10900,8251,175
6799,-705,-12732,8049,177
6203,-745,-13756,8106,-173
1535,-1329,-14068,8303,-175
-3496,-1393,-13308,8464,-179
-5204,-821,-10876,8392,-171
-6292,646,-9532,8020,-179
-10512,-1249,-8168,8054,-171
-13696,-3549,-4328,8296,-144
-12608,-1957,-928,8352,-139
-13612,-2493,2047,7998,-69
-15088,-2257,3971,8249,-42
-13440,-2905,6167,8266,-13
-12064,-1973,12255,8006,-12
-10208,-1905,15039,8110,-10
-10504,-2553,15951,7753,-7
-5352,-2561,18887,8142,-6
-2680,-3041,18087,8070,-7
-624,-2621,19595,8149,-9
2207,-3433,18639,7981,-7
5527,-1325,19283,8161,-4
10911,-249,16395,8167,-1
11511,-1525,14031,8172,-3
12831,-1761,14207,7941,-4
16711,-1193,11287,7773,-4
16863,-677,6715,7986,-1
18307,-1273,3999,7811,-8
19151,-1421,3171,8003,-12
18643,-1305,-2612,8205,-163
16087,858,-4636,8029,-170
15183,-1013,-8040,8048,-163
14147,-825,-7920,8191,-178
10355,-821,-10344,8423,-176
8295,-473,-13788,8080,-175
5711,-633,-14100,8156,-176
2291,-449,-13820,8211,-172
-2236,-2085,-13952,8293,-174
-4536,-2349,-11680,8332,-175
-5444,-2413,-10472,8176,-164
-11044,-1885,-7692,8179,-156
-12296,-2373,-6124,7977,-168
-15288,-2017,-2004,8099,-159
-13984,-2073,1987,8287,-52
-14632,-3509,3551,8223,-52
-13580,-2541,4955,8244,-15
-13456,-3297,12335,8259,-10
-9632,-2097,14447,8299,-11
-8508,-1897,15935,8246,-9
-6844,-1897,18275,8053,-8
-2548,-2209,18679,7964,-6
-272,-2285,20055,8099,-5
403,-2577,16791,8031,-8
6451,-2293,20303,8255,-8
10947,-1649,16715,8034,-5
11663,-1245,16131,8155,-1
12035,-1501,14863,8399,-4
17419,-705,11959,8002,-10
16627,-1813,7971,7857,-7
18607,-161,5675,7442,2
18843,-413,2131,8017,0
18699,-1777,-776,8189,-43
16023,-605,-1244,8428,168
15899,-793,-6408,7828,-164
13947,-793,-8732,8137,-175
12851,-1709,-9532,8360,179
8115,-657,-12692,8179,-175
5499,346,-14196,8164,-173
2251,-1441,-13124,8172,-178
-276,-1221,-13332,8080,-176
-3864,-741,-13176,7884,-171
-6968,-981,-10724,8316,-176
-11200,-1165,-8464,8294,-176
-10868,-2601,-6344,7842,-170
-12292,-1949,-1740,8412,-150
-14932,-1457,2003,8003,-95
-14320,-2521,3927,8087,-54
-13352,-2761,5151,8326,-26
-14168,-1321,11259,8446,-8
-10492,-1737,12859,8094,-11
-11644,-3017,15275,7801,-11
-7344,-2697,15047,8094,-9
-3956,-1373,19467,8207,-6
-1448,-1885,19151,8327,-4
875,-2917,18763,8215,-9
5935,-2553,19083,8101,-7
7939,-2241,16939,7753,-4
11231,-1181,16143,7839,-3
13203,-1773,14235,7969,-6
15327,-1453,12555,7863,-5
15043,-285,9383,8070,-2
18019,-377,5831,7494,-2
17611,30,3263,8080,-12
19599,-1097,2995,8121,-5
17543,-245,-1172,8310,167
15111,426,-5468,7749,176
13603,-1177,-7852,7869,-173
13007,-273,-10212,8023,-176
8931,-765,-11508,8017,177
5363,-1549,-13968,8130,-175
5199,138,-13448,7997,-173
763,-609,-13836,8157,-174
-4584,-1633,-12900,7824,179
-6068,-925,-10236,8326,-175
-6820,-1933,-9984,8152,-168
-10856,-3385,-7256,8093,-166
-12956,-1709,-3056,8189,-148
-13088,-1969,-164,8448,-130
-16168,-2777,1871,8071,-67
-14156,-2437,5583,8209,-26
-12252,-2469,9803,8502,-16
-13176,-3161,11811,7781,-12
-12348,-3273,13927,7975,-12
-9372,-3877,14555,7688,-9
-5800,-2121,18631,8309,-9
-1768,-2469,18031,8050,-10
-520,-3885,19799,8368,-9
3043,-3441,18731,8147,-10
7367,-1665,18583,7806,-4
8435,-921,16915,7947,-2
12343,-1525,14963,7827,-2
